,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
PSMD14,4.5768147325031e-18,0.279095123508428,0.965,0.717,8.97604905338508e-14,0,PSMD14
RAB14,4.58784507626748e-18,0.372634423161163,0.93,0.687,8.99768176357579e-14,0,RAB14
RPP40,4.7127104293482e-18,0.344669449185184,0.779,0.55,9.2425676940377e-14,0,RPP40
MRPL58,4.76498863675432e-18,0.317057763884311,0.868,0.587,9.34509571440258e-14,0,MRPL58
FAHD2A,5.37816744906721e-18,0.492468740987558,0.914,0.627,1.05476620011106e-13,0,FAHD2A
APLP2,5.58132825773297e-18,0.354655031936778,0.911,0.641,1.09461009790659e-13,0,APLP2
UBE2G2,5.78223949666953e-18,0.632820511781866,0.916,0.647,1.13401281008683e-13,0,UBE2G2
REXO4,6.14326837130026e-18,0.304913669281624,0.693,0.426,1.20481779297941e-13,0,REXO4
CRABP1,7.33471791937546e-18,0.465372682301978,0.957,0.725,1.43848487834792e-13,0,CRABP1
TERF2IP,7.40026912257063e-18,0.493811254121008,0.889,0.655,1.45134078031855e-13,0,TERF2IP
NOC3L,7.49374747655561e-18,0.393507485521957,0.717,0.453,1.46967375510209e-13,0,NOC3L
SNX22,8.4135336222439e-18,0.467590439538764,0.679,0.414,1.65006221399447e-13,0,SNX22
SRFBP1,1.01521319612413e-17,0.25218458761161,0.792,0.542,1.99103612023865e-13,0,SRFBP1
SORD,1.01900414545063e-17,0.335253786379907,0.765,0.497,1.99847093005778e-13,0,SORD
TMX2,1.04268572839138e-17,0.264242329741505,0.784,0.505,2.04491525052118e-13,0,TMX2
RHOD,1.19652689661179e-17,0.309536979651024,0.827,0.577,2.34662854963503e-13,0,RHOD
PTRHD1,1.23333852788041e-17,0.302092747531571,0.973,0.733,2.41882352087906e-13,0,PTRHD1
ARHGAP8,1.23710782059987e-17,0.259985995638751,0.779,0.514,2.42621585776046e-13,0,ARHGAP8
AL359555.4,1.27246583672026e-17,0.513308486479437,0.679,0.433,2.49555999897578e-13,0,AL359555.4
LAS1L,1.32038825294993e-17,0.269951128752379,0.752,0.479,2.5895454416854e-13,0,LAS1L
APTX,1.38289580210036e-17,0.38991095036091,0.79,0.541,2.71213524707923e-13,0,APTX
SNHG3,1.4316618416217e-17,0.343741872696418,0.849,0.602,2.80777520378847e-13,0,SNHG3
TNRC6B,1.50002562665833e-17,0.287846731845016,0.841,0.599,2.94185025900231e-13,0,TNRC6B
PSME2,1.52358803947859e-17,0.274440055488504,0.978,0.729,2.9880608630254e-13,0,PSME2
MRPS18B,1.56652964577428e-17,0.292472782475728,0.965,0.721,3.07227794129251e-13,0,MRPS18B
HIGD1A,1.56840663615774e-17,0.298558524627807,0.908,0.643,3.07595909483257e-13,0,HIGD1A
FDX2,1.60272549707736e-17,0.316128507580347,0.69,0.436,3.14326524486813e-13,0,FDX2
HSPA5,1.63223022217564e-17,0.267472535567302,0.989,0.77,3.20112991173087e-13,0,HSPA5
NOP2,1.78011270102176e-17,0.679500687284937,0.534,0.291,3.49115702924388e-13,0,NOP2
TRMT61B,1.81741147813685e-17,0.401354616906055,0.792,0.528,3.56430739092199e-13,0,TRMT61B
SYNE4,1.89210141180202e-17,0.263552585941588,0.836,0.586,3.71078928882613e-13,0,SYNE4
PPAN,1.93250617885929e-17,0.495597661404622,0.739,0.491,3.79003111797883e-13,0,PPAN
IFITM3,1.98591190828437e-17,0.385288616940461,1,0.88,3.8947704345273e-13,0,IFITM3
DUSP6,1.99431105130585e-17,0.376456678074512,0.744,0.477,3.91124283382104e-13,0,DUSP6
MAP2K6,2.54961998770646e-17,0.577083831732861,0.623,0.389,5.00031471988991e-13,0,MAP2K6
CINP,2.57074868374437e-17,0.455763829012306,0.79,0.544,5.04175231855946e-13,0,CINP
ARMCX2,2.67955489614176e-17,0.505044331896991,0.666,0.438,5.25514306231322e-13,0,ARMCX2
FBLIM1,2.78322447000444e-17,0.36447638752291,0.892,0.6,5.45845983057271e-13,0,FBLIM1
MCAT,3.53896472499061e-17,0.929600905875781,0.561,0.331,6.94061761865159e-13,0,MCAT
DNAJB11,3.5766593258368e-17,0.333695381378027,0.863,0.604,7.01454426983113e-13,0,DNAJB11
NPY1R,3.69230891170696e-17,0.335444771137753,0.838,0.593,7.24135623763969e-13,0,NPY1R
SURF6,4.18868083445532e-17,0.335170901032037,0.709,0.462,8.21484085253378e-13,0,SURF6
CALU,4.21562185830333e-17,0.265002234598182,0.992,0.775,8.26767758850448e-13,0,CALU
SRSF11,4.24077940492567e-17,0.250054489372239,0.973,0.741,8.31701656894022e-13,0,SRSF11
SELENBP1,4.63495352080755e-17,0.287257265894463,0.997,0.779,9.09007084500777e-13,0,SELENBP1
RPS6KB2,4.65592655276772e-17,0.275402138104135,0.871,0.627,9.13120315528806e-13,0,RPS6KB2
ALG1,5.05177529571639e-17,0.443085068810127,0.655,0.398,9.90754170995899e-13,0,ALG1
BRCC3,5.4233443343816e-17,0.499678875349268,0.782,0.521,1.06362629085892e-12,0,BRCC3
SETD6,5.5448728104767e-17,0.350766085707412,0.631,0.384,1.08746045559069e-12,0,SETD6
EXOSC5,5.91603365573202e-17,0.388525754137134,0.717,0.466,1.16025252056216e-12,0,EXOSC5
LAMB1,6.03750886408434e-17,0.635562270319245,0.625,0.376,1.18407623842422e-12,0,LAMB1
DCUN1D5,6.27738084679707e-17,0.328725367376487,0.898,0.674,1.23111993167384e-12,0,DCUN1D5
SPRTN,6.40957726177681e-17,0.324704813414753,0.693,0.445,1.25704629257967e-12,0,SPRTN
METTL1,6.56536505388343e-17,0.926440304185265,0.526,0.299,1.28759939436762e-12,0,METTL1
ORMDL1,6.64795539727639e-17,0.498859358527046,0.782,0.531,1.30379701251385e-12,0,ORMDL1
MED31,6.99305562116037e-17,0.403857407028559,0.757,0.54,1.37147806842197e-12,0,MED31
MFSD3,7.1193698424087e-17,0.381915239488201,0.811,0.586,1.3962508134932e-12,0,MFSD3
TIMMDC1,7.56358807622386e-17,0.254199560230429,0.898,0.671,1.48337089350902e-12,0,TIMMDC1
GNL3L,8.15721718803634e-17,0.258020083417429,0.739,0.488,1.59979343491769e-12,0,GNL3L
IGSF9,8.42489791953463e-17,0.353668702291207,0.776,0.507,1.65229097997913e-12,0,IGSF9
PYCR3,8.64433996127838e-17,0.709123414374931,0.48,0.261,1.69532795320592e-12,0,PYCR3
SMARCB1,9.35650248481427e-17,0.29097436346263,0.873,0.607,1.83499726732177e-12,0,SMARCB1
SERPINH1,9.5342256825446e-17,0.35014121371702,0.911,0.684,1.86985234086065e-12,0,SERPINH1
MPHOSPH8,9.81363823368602e-17,0.287573824919403,0.86,0.582,1.9246507303905e-12,0,MPHOSPH8
PLPP2,1.03347327979697e-16,0.30992747170609,0.981,0.761,2.02684779633781e-12,0,PLPP2
TM2D2,1.10927676914363e-16,0.473987079414837,0.792,0.565,2.17551359964449e-12,0,TM2D2
ISCU,1.19815704124504e-16,0.418844605696679,0.898,0.648,2.34982558928977e-12,0,ISCU
MRPS11,1.60937837408968e-16,0.257156166242833,0.86,0.599,3.15631286726468e-12,0,MRPS11
CTNNBL1,1.70830388242384e-16,0.328411378858809,0.873,0.63,3.35032557420963e-12,0,CTNNBL1
HMBS,1.74620944295279e-16,0.459514594762982,0.674,0.416,3.42466595951901e-12,0,HMBS
NINJ1,1.97353626089544e-16,0.272092450531214,0.825,0.587,3.87049931486813e-12,0,NINJ1
CHI3L2,2.00790510840076e-16,0.395144261359387,0.687,0.454,3.93790349859558e-12,0,CHI3L2
SNAP47,2.11587769511217e-16,0.250833729269854,0.844,0.607,4.14965933565399e-12,0,SNAP47
MTHFD2L,2.12347561917216e-16,0.514157963536384,0.698,0.457,4.16456038432044e-12,0,MTHFD2L
XRCC2,2.12754851344816e-16,0.595021326667359,0.671,0.422,4.17254814457453e-12,0,XRCC2
SLC9A3R1,2.19194110200953e-16,0.299239850101348,0.892,0.616,4.2988348892611e-12,0,SLC9A3R1
TM9SF1,2.27713381959004e-16,0.341042894312282,0.73,0.475,4.46591484697998e-12,0,TM9SF1
PUDP,2.42079318200099e-16,0.538207400542472,0.615,0.38,4.74765958854035e-12,0,PUDP
POLR1E,2.60258622143799e-16,0.35323279868932,0.752,0.514,5.10419209748419e-12,0,POLR1E
DNAJC2,2.73814271367349e-16,0.384570703622832,0.922,0.646,5.37004549005645e-12,0,DNAJC2
NT5C3B,2.93546301544736e-16,0.253998104356477,0.906,0.666,5.75703006589536e-12,0,NT5C3B
AKR1C3,2.97950183890167e-16,0.257110708069966,0.534,0.286,5.84339900645396e-12,0,AKR1C3
CCDC43,3.30239627334536e-16,0.374207286342424,0.741,0.494,6.47665957128492e-12,0,CCDC43
PIK3C2G,4.12992908076729e-16,0.577929991862449,0.531,0.306,8.09961691320082e-12,0,PIK3C2G
CDCA7,4.18812690767261e-16,0.383509272289347,0.491,0.267,8.21375449132751e-12,0,CDCA7
CCDC47,4.54778236084378e-16,0.322531142687852,0.852,0.58,8.91911076608682e-12,0,CCDC47
IL34,4.54830153682361e-16,0.5015137382528,0.83,0.616,8.92012897401846e-12,0,IL34
UPF3B,6.13017122974753e-16,0.297481394595617,0.854,0.577,1.20224918157808e-11,0,UPF3B
CRYBB2,6.14048707769293e-16,0.2814330049761,0.863,0.647,1.20427232567714e-11,0,CRYBB2
ZNHIT1,6.40050063260357e-16,0.304988065597081,0.995,0.77,1.25526618406621e-11,0,ZNHIT1
SLC12A2,6.64004021160094e-16,0.288170626857847,0.873,0.624,1.30224468629918e-11,0,SLC12A2
DUXAP8,7.6471499188859e-16,0.455591475165114,0.876,0.633,1.4997590420919e-11,0,DUXAP8
MAML3,8.26235212651922e-16,0.367475988661701,0.879,0.636,1.62041249905295e-11,0,MAML3
DDX19A,8.35448818391861e-16,0.428938462310064,0.663,0.442,1.63848222263012e-11,0,DDX19A
TSPAN3,8.46976323588348e-16,0.436321605177806,0.687,0.458,1.66108996582147e-11,0,TSPAN3
NDUFB6,8.47874460348282e-16,0.323691955739146,0.97,0.739,1.66285139163505e-11,0,NDUFB6
THRAP3,9.29926353639682e-16,0.252468901973567,0.973,0.737,1.82377156475814e-11,0,THRAP3
PIGM,9.58633480014916e-16,0.485236224922536,0.69,0.454,1.88007198100525e-11,0,PIGM
KCNQ1OT1,9.8969128596886e-16,0.389778059173847,0.981,0.748,1.94098255004213e-11,0,KCNQ1OT1
AASDHPPT,1.08689810859936e-15,0.56205705760983,0.779,0.544,2.13162457058507e-11,0,AASDHPPT
FAHD1,1.08750305287251e-15,0.500578823324696,0.712,0.479,2.13281098729356e-11,0,FAHD1
PPIL1,1.14720475669967e-15,0.698308109958056,0.639,0.41,2.2498979688394e-11,0,PPIL1
DHX36,1.14759329133774e-15,0.419249027796893,0.798,0.536,2.25065996297158e-11,0,DHX36
WNT6,1.15194688188216e-15,0.344314515567951,0.647,0.402,2.25919822474729e-11,0,WNT6
ODR4,1.16375621749372e-15,0.337818614633244,0.865,0.634,2.28235869374869e-11,0,ODR4
MIA3,1.45262184027022e-15,0.308456416962045,0.854,0.621,2.84888195313795e-11,0,MIA3
TMEM205,1.48313527412424e-15,0.266826639296581,0.846,0.607,2.90872489961247e-11,0,TMEM205
SURF2,1.58517643556835e-15,0.302838334414096,0.774,0.544,3.10884802543664e-11,0,SURF2
INSYN2B,1.6723747483188e-15,0.260253829405027,0.687,0.45,3.27986135640282e-11,0,INSYN2B
MED19,1.67784082561358e-15,0.386855211812007,0.652,0.418,3.29058142719336e-11,0,MED19
PSENEN,1.74676789064235e-15,0.329310637463265,0.9,0.667,3.42576118712777e-11,0,PSENEN
DGAT2,1.75735334855178e-15,0.407944354174837,0.747,0.512,3.44652138717975e-11,0,DGAT2
SCO2,1.8129761737078e-15,0.372683476096919,0.798,0.574,3.55560887187575e-11,0,SCO2
ANAPC15,1.83125849599486e-15,0.347061637030208,0.798,0.561,3.59146416234513e-11,0,ANAPC15
C7orf25,1.91518797060977e-15,0.426966615200773,0.706,0.453,3.75606664795989e-11,0,C7orf25
ANXA4,2.0997698291003e-15,0.385682162844071,0.873,0.638,4.11806858883151e-11,0,ANXA4
CHCHD6,2.13201974064447e-15,0.392182528789793,0.852,0.614,4.18131711535193e-11,0,CHCHD6
IL33,2.14398092648007e-15,0.273352782246589,0.261,0.097,4.20477539301271e-11,0,IL33
HCG18,2.23441603154519e-15,0.311678413567564,0.941,0.662,4.38213672106643e-11,0,HCG18
ADSL,2.25147188541321e-15,0.268386749799984,0.903,0.645,4.41558666167239e-11,0,ADSL
C12orf65,2.54982537522001e-15,0.25949805307876,0.59,0.375,5.00071752588149e-11,0,C12orf65
PXMP4,2.7901971528968e-15,0.441061133216264,0.62,0.373,5.4721346562612e-11,0,PXMP4
FAM83F,3.56864240867105e-15,0.752587700377489,0.644,0.415,6.99882149188566e-11,0,FAM83F
RBM42,4.68082961284917e-15,0.503941019307954,0.795,0.554,9.18004303671979e-11,0,RBM42
DOCK2,4.93471568439536e-15,0.457632909545208,0.741,0.489,9.67796440023617e-11,0,DOCK2
DCLRE1C,5.09941167675031e-15,0.3005888353652,0.854,0.593,1.00009661804427e-10,0,DCLRE1C
AC008267.5,5.35230617902762e-15,0.461261619253,0.636,0.414,1.0496942878309e-10,0,AC008267.5
WDR77,5.36447421250392e-15,0.745223454391376,0.631,0.399,1.05208068255627e-10,0,WDR77
SELENOT,5.47668104243837e-15,0.427232526292619,0.695,0.491,1.07408668604301e-10,0,SELENOT
UBLCP1,6.35064112901582e-15,0.381993180875627,0.663,0.441,1.24548773822258e-10,0,UBLCP1
ORC6,7.52149198364863e-15,0.32430569545126,0.868,0.585,1.47511500783317e-10,0,ORC6
RNASET2,7.53168532102203e-15,0.303817007997523,0.97,0.733,1.47711412515884e-10,0,RNASET2
ITM2B,7.76642068393772e-15,0.280056491427017,0.9,0.657,1.52315042453387e-10,0,ITM2B
SPR,7.97592427521774e-15,0.376315988628148,0.628,0.38,1.5642382688557e-10,0,SPR
HDAC8,8.29643366770748e-15,0.333124866846672,0.752,0.512,1.62709657091079e-10,0,HDAC8
DHCR24,8.97557350116391e-15,0.475385978905707,0.623,0.383,1.76028947504827e-10,0,DHCR24
TMEM186,9.09861738184934e-15,0.387834798778096,0.717,0.494,1.78442084092829e-10,0,TMEM186
ROPN1,9.78035180313078e-15,0.624102315075498,0.717,0.489,1.91812259563001e-10,0,ROPN1
MCRS1,1.00148381553493e-14,0.529720121850974,0.623,0.411,1.96411005902711e-10,0,MCRS1
PUS7L,1.14578393281416e-14,0.267110140422554,0.728,0.514,2.24711144903513e-10,0,PUS7L
CYBC1,1.1473762149704e-14,0.372062418104233,0.679,0.451,2.25023423279994e-10,0,CYBC1
PUS1,1.18900468987255e-14,0.757790637012254,0.512,0.304,2.33187599777804e-10,0,PUS1
ORMDL2,1.34022521936488e-14,0.347800338724059,0.801,0.573,2.6284497002184e-10,0,ORMDL2
IRX2,1.35720313944625e-14,0.443399602823023,0.83,0.582,2.66174679708198e-10,0,IRX2
ZGPAT,1.45014787367402e-14,0.276095772399323,0.655,0.443,2.84403000984949e-10,0,ZGPAT
FJX1,1.55199564079218e-14,0.35921285427988,0.48,0.278,3.04377385072163e-10,0,FJX1
NGRN,1.61048028531757e-14,0.373231046481446,0.914,0.692,3.15847393556481e-10,0,NGRN
CYB5B,1.6593408670199e-14,0.393228109716882,0.779,0.527,3.25429930839942e-10,0,CYB5B
EMC8,1.69317643371988e-14,0.292906594332517,0.889,0.613,3.32065762181144e-10,0,EMC8
SYPL1,1.85111518525724e-14,0.30532772074434,0.965,0.726,3.6304071013265e-10,0,SYPL1
TLN1,2.00152106039928e-14,0.274464200816923,0.863,0.631,3.92538310365507e-10,0,TLN1
NCS1,2.06562621837643e-14,0.38103793087132,0.704,0.459,4.05110613947986e-10,0,NCS1
THUMPD2,2.07585787195993e-14,0.267828188858025,0.685,0.478,4.07117245848781e-10,0,THUMPD2
RPE,2.67468696940673e-14,0.692941796665141,0.59,0.366,5.24559608440047e-10,0,RPE
SLC27A3,2.81460210309158e-14,0.562822122760027,0.642,0.408,5.51999764458321e-10,0,SLC27A3
PRPF4,2.82738474960939e-14,0.570131451341009,0.687,0.45,5.54506697093394e-10,0,PRPF4
MVB12A,2.85830505410042e-14,0.325404058396299,0.876,0.628,5.60570787210174e-10,0,MVB12A
SGCE,2.86125382895318e-14,0.262130488357931,0.679,0.429,5.61149100934298e-10,0,SGCE
PUSL1,3.04047999438874e-14,0.303751428348078,0.763,0.503,5.96298936499519e-10,0,PUSL1
ICE1,3.1205848140551e-14,0.334471438627791,0.819,0.571,6.12009093732486e-10,0,ICE1
ERLEC1,3.29438063930416e-14,0.283420352542985,0.876,0.649,6.46093930980332e-10,0,ERLEC1
ATIC,3.570975208848e-14,0.500965478041802,0.736,0.519,7.00339657959269e-10,0,ATIC
TPMT,3.72020287177859e-14,0.355071527355681,0.679,0.469,7.29606187213218e-10,0,TPMT
CERS2,3.72947948802213e-14,0.271085196312384,0.879,0.634,7.314255171909e-10,0,CERS2
TRUB2,4.27665413379859e-14,0.492192364861973,0.631,0.418,8.38737408720579e-10,0,TRUB2
RIOX2,4.87125949359649e-14,0.754036243987385,0.598,0.385,9.55351411884144e-10,0,RIOX2
GATD3B,4.97373254868777e-14,0.350724993613195,0.453,0.255,9.75448427448646e-10,0,GATD3B
DPH7,5.63691321002311e-14,0.554074851603787,0.642,0.416,1.10551141874973e-09,0,DPH7
MSMO1,5.6509256283129e-14,0.252017959340304,0.903,0.639,1.10825953422473e-09,0,MSMO1
MAN1A2,5.73203057743408e-14,0.355566757594451,0.798,0.572,1.12416583684637e-09,0,MAN1A2
RIC8A,6.69507725718929e-14,0.381056936842954,0.698,0.487,1.31303855167996e-09,0,RIC8A
IGFBP4,6.75796799430018e-14,0.42117995201111,0.617,0.418,1.32537268304215e-09,0,IGFBP4
CHORDC1,7.23078766022939e-14,0.322756852497495,0.836,0.585,1.41810207592419e-09,0,CHORDC1
PREB,7.25848414549884e-14,0.252350074342968,0.765,0.543,1.42353391061523e-09,0,PREB
SFRP1,7.31015764736287e-14,0.250744458626278,1,0.844,1.43366811780081e-09,0,SFRP1
MYCBP2,7.45318936756615e-14,0.267001054115635,0.801,0.574,1.46171949876707e-09,0,MYCBP2
CNDP2,8.51385296626625e-14,0.400872556646809,0.687,0.478,1.66973684374414e-09,0,CNDP2
PHKG2,8.60829924461603e-14,0.373696139755279,0.612,0.385,1.6882596478541e-09,0,PHKG2
ZNF428,1.05660022076118e-13,0.384045259285133,0.798,0.571,2.07220435295683e-09,0,ZNF428
SLC35B4,1.15275134923094e-13,0.36998078051269,0.677,0.452,2.26077594611172e-09,0,SLC35B4
KRT81,1.19467132818184e-13,0.337820323644765,1,0.936,2.34298940883022e-09,0,KRT81
MNX1-AS1,1.30335031166908e-13,0.877860487003991,0.504,0.29,2.55613063124539e-09,0,MNX1-AS1
ZNHIT2,1.32804982521288e-13,0.319324005443551,0.547,0.341,2.60457131720749e-09,0,ZNHIT2
ERGIC2,1.39066220123584e-13,0.300350352647182,0.825,0.586,2.72736670906374e-09,0,ERGIC2
CCDC127,1.44344033581705e-13,0.272964676317384,0.698,0.469,2.83087518660439e-09,0,CCDC127
COQ4,1.46113665913412e-13,0.419562004540414,0.844,0.619,2.86558121589384e-09,0,COQ4
ARL16,1.52387560964155e-13,0.300593360447813,0.784,0.54,2.98862484562901e-09,0,ARL16
YARS2,1.59776132654688e-13,0.400255327245297,0.642,0.423,3.13352951362374e-09,0,YARS2
CHCHD4,1.66869790186158e-13,0.274742128581259,0.566,0.344,3.27265032513093e-09,0,CHCHD4
IGFBP2,1.88351348228536e-13,0.349829781051681,0.889,0.641,3.69394664145804e-09,0,IGFBP2
SLC25A4,1.91954479520321e-13,0.382988332597139,0.714,0.497,3.76461125235254e-09,0,SLC25A4
SLC35E3,1.95591735066643e-13,0.545735323837929,0.65,0.428,3.835945108127e-09,0,SLC35E3
PART1,1.97236894985185e-13,0.390462581093313,0.755,0.549,3.86820998444945e-09,0,PART1
DPM2,2.29584806437182e-13,0.289255505364153,0.765,0.531,4.50261722384601e-09,0,DPM2
ZNF248,2.3510031146099e-13,0.59691223731873,0.698,0.481,4.61078730837293e-09,0,ZNF248
RDH11,2.42854848875577e-13,0.253637800551577,0.806,0.578,4.76286929614781e-09,0,RDH11
FBXO9,2.44071622441868e-13,0.351105661181214,0.736,0.528,4.78673265932991e-09,0,FBXO9
TCTA,2.53029962103646e-13,0.983136340850824,0.453,0.258,4.96242361677671e-09,0,TCTA
LYSMD2,2.72814805474444e-13,0.499653332841134,0.523,0.318,5.35044396496479e-09,0,LYSMD2
GTF2H3,2.79354057511535e-13,0.591092233583427,0.577,0.357,5.47869177591622e-09,0,GTF2H3
WDR45,2.83640972547885e-13,0.25514418622575,0.825,0.618,5.56276675360913e-09,0,WDR45
RRP9,3.03581760392951e-13,0.453646119779323,0.625,0.415,5.95384548482656e-09,0,RRP9
CAPS,3.19958087209852e-13,0.310888960908653,1,0.899,6.27501800635962e-09,0,CAPS
KMO,3.27449728669245e-13,0.420616117978091,0.394,0.205,6.42194407866124e-09,0,KMO
KAZN,3.52877767604029e-13,0.330523737711789,0.674,0.444,6.92063877825022e-09,0,KAZN
VAMP2,3.54446583394732e-13,0.604952492011405,0.704,0.463,6.95140639353748e-09,0,VAMP2
DDX55,3.74382752282985e-13,0.479575472191238,0.518,0.305,7.34239453777391e-09,0,DDX55
SDHAF1,3.74527569777079e-13,0.369047864509005,0.639,0.432,7.34523469846808e-09,0,SDHAF1
NAT10,3.81747159029351e-13,0.483087063849588,0.666,0.444,7.48682528288362e-09,0,NAT10
MTPAP,3.83378239807024e-13,0.260369918508391,0.677,0.434,7.51881403909536e-09,0,MTPAP
BCL11A,4.07525085218903e-13,0.402002904098794,0.712,0.486,7.99238197131313e-09,0,BCL11A
MRPL16,4.07668020003891e-13,0.265690346889063,0.717,0.477,7.99518520831632e-09,0,MRPL16
ATG3,4.12917562569144e-13,0.381598439000159,0.787,0.56,8.09813923710606e-09,0,ATG3
GALE,4.14030345810996e-13,0.271024618885245,0.768,0.556,8.11996314204526e-09,0,GALE
TRMT61A,4.19872928162728e-13,0.667395107577688,0.566,0.347,8.23454786712742e-09,0,TRMT61A
TAF12,4.33299356322543e-13,0.299289645507044,0.741,0.526,8.49786697619772e-09,0,TAF12
DHODH,4.33388816591654e-13,0.7353379255579,0.553,0.344,8.49962147099551e-09,0,DHODH
FAM171A1,4.33890065460551e-13,0.473985669892315,0.679,0.456,8.50945196381232e-09,0,FAM171A1
GYG1,4.46074349862594e-13,0.352713634710714,0.652,0.426,8.74841014950518e-09,0,GYG1
SLC35A1,4.77487307352458e-13,0.482951833099971,0.663,0.438,9.3644810717964e-09,0,SLC35A1
ESRRG,5.2878875683224e-13,0.817614735672875,0.496,0.31,1.03706050989939e-08,0,ESRRG
AKR1B1,5.65432931376774e-13,0.666612609854357,0.507,0.286,1.10892706501613e-08,0,AKR1B1
ZNF714,5.75599695038879e-13,0.252405402003605,0.854,0.606,1.12886612191025e-08,0,ZNF714
BAK1,5.78481576005533e-13,0.642181156970856,0.55,0.34,1.13451806686205e-08,0,BAK1
DRG2,6.26988780777574e-13,0.542505099528254,0.644,0.438,1.22965039686098e-08,0,DRG2
NIPA2,6.43307010450148e-13,0.41198105572125,0.712,0.489,1.26165370889483e-08,0,NIPA2
UBE2R2,6.48983805817199e-13,0.257690718342892,0.892,0.648,1.27278703996869e-08,0,UBE2R2
ARL2BP,6.50490398755369e-13,0.457306781304798,0.806,0.615,1.27574177003903e-08,0,ARL2BP
LDLRAD3,6.55001007555108e-13,0.633859213867264,0.598,0.378,1.28458797601708e-08,0,LDLRAD3
AC109322.1,6.64445013845743e-13,0.746313748510807,0.315,0.147,1.30310956115427e-08,0,AC109322.1
ZNF75A,7.2169047303891e-13,0.511655078442978,0.601,0.376,1.41537935572391e-08,0,ZNF75A
CENPS,7.31610273520323e-13,0.375344980192863,0.776,0.526,1.43483406842806e-08,0,CENPS
ZDHHC24,7.53681639707664e-13,0.555284777534113,0.593,0.385,1.47812043179467e-08,0,ZDHHC24
SAYSD1,7.63394981945793e-13,0.406979802896004,0.747,0.515,1.49717023859209e-08,0,SAYSD1
RWDD4,8.02498009359036e-13,0.280840509455643,0.728,0.503,1.57385909595494e-08,0,RWDD4
SRRD,8.03277170588514e-13,0.486993876891425,0.612,0.41,1.57538718695819e-08,0,SRRD
FASTKD2,8.2536454826509e-13,0.463663601380087,0.639,0.425,1.6187049520575e-08,0,FASTKD2
CRLS1,8.62315533389541e-13,0.253584076801397,0.765,0.527,1.69117322408357e-08,0,CRLS1
ZDHHC9,8.62486367337615e-13,0.2898546939299,0.755,0.536,1.69150826362253e-08,0,ZDHHC9
TYW1,8.70440980006623e-13,0.273516822771662,0.685,0.466,1.70710884998899e-08,0,TYW1
SPHK1,8.75577234523576e-13,0.258325148499364,0.674,0.438,1.71718207234764e-08,0,SPHK1
ASB8,1.02164671683434e-12,0.510718776010778,0.631,0.402,2.00365354105551e-08,0,ASB8
FKBP14,1.08265339166645e-12,0.262169042135208,0.782,0.559,2.12329983173624e-08,0,FKBP14
CXorf38,1.16116202318946e-12,0.439271750398311,0.526,0.32,2.27727095987917e-08,0,CXorf38
PTGS2,1.22132791311858e-12,0.520931081994415,0.701,0.461,2.39526830320816e-08,0,PTGS2
ETV6,1.22433841717525e-12,0.347001325801154,0.792,0.539,2.4011725037641e-08,0,ETV6
FOXP4-AS1,1.2635029704291e-12,0.319182058113906,0.58,0.371,2.47798202560555e-08,0,FOXP4-AS1
PTTG1IP,1.38716629757778e-12,0.329541524545826,0.968,0.736,2.72051054280954e-08,0,PTTG1IP
NAA25,1.42052609344937e-12,0.310948340586479,0.571,0.381,2.78593577447291e-08,0,NAA25
PYURF,1.44013719368664e-12,0.254658266743812,0.976,0.756,2.82439706425823e-08,0,PYURF
TPRN,1.5169752276913e-12,0.285705770916517,0.717,0.511,2.97509181654819e-08,0,TPRN
IARS2,1.6308094273092e-12,0.273072826893048,0.927,0.695,3.19834344883881e-08,0,IARS2
CHMP1A,1.6575014682967e-12,0.33909606350875,0.765,0.543,3.25069187962348e-08,0,CHMP1A
